Driver,Circuit,Compound,TyreLife,LapNumber,Rainfall,FuelWeight,LapTime
ANT,Abu Dhabi Grand Prix,MEDIUM,24.0,56.0,0,14.799999999999997,89.734
ANT,Abu Dhabi Grand Prix,MEDIUM,25.0,57.0,0,13.100000000000009,89.712
ANT,Abu Dhabi Grand Prix,MEDIUM,26.0,58.0,0,11.400000000000006,89.63
ALB,Abu Dhabi Grand Prix,SOFT,2.0,2.0,0,106.6,91.71
ALB,Abu Dhabi Grand Prix,SOFT,3.0,3.0,0,104.9,90.224
ALB,Abu Dhabi Grand Prix,SOFT,4.0,4.0,0,103.2,90.874
ALB,Abu Dhabi Grand Prix,SOFT,5.0,5.0,0,101.5,90.314
ALB,Abu Dhabi Grand Prix,SOFT,6.0,6.0,0,99.8,90.223
ALB,Abu Dhabi Grand Prix,SOFT,7.0,7.0,0,98.1,90.42
ALB,Abu Dhabi Grand Prix,SOFT,8.0,8.0,0,96.4,91.974
ALB,Abu Dhabi Grand Prix,HARD,2.0,10.0,0,93.0,89.374
ALB,Abu Dhabi Grand Prix,HARD,3.0,11.0,0,91.3,89.807
ALB,Abu Dhabi Grand Prix,HARD,4.0,12.0,0,89.6,89.46
ALB,Abu Dhabi Grand Prix,HARD,5.0,13.0,0,87.9,89.692
ALB,Abu Dhabi Grand Prix,HARD,6.0,14.0,0,86.2,89.793
ALB,Abu Dhabi Grand Prix,HARD,7.0,15.0,0,84.5,89.819
ALB,Abu Dhabi Grand Prix,HARD,8.0,16.0,0,82.8,89.907
ALB,Abu Dhabi Grand Prix,HARD,9.0,17.0,0,81.1,90.133
ALB,Abu Dhabi Grand Prix,HARD,10.0,18.0,0,79.4,89.987
ALB,Abu Dhabi Grand Prix,HARD,11.0,19.0,0,77.7,90.047
ALB,Abu Dhabi Grand Prix,HARD,12.0,20.0,0,76.0,90.109
ALB,Abu Dhabi Grand Prix,HARD,13.0,21.0,0,74.30000000000001,90.27
ALB,Abu Dhabi Grand Prix,HARD,14.0,22.0,0,72.6,90.298
ALB,Abu Dhabi Grand Prix,HARD,15.0,23.0,0,70.9,90.621
ALB,Abu Dhabi Grand Prix,HARD,16.0,24.0,0,69.2,90.388
ALB,Abu Dhabi Grand Prix,HARD,17.0,25.0,0,67.5,90.934
ALB,Abu Dhabi Grand Prix,HARD,18.0,26.0,0,65.80000000000001,90.294
ALB,Abu Dhabi Grand Prix,HARD,19.0,27.0,0,64.1,90.113
ALB,Abu Dhabi Grand Prix,HARD,20.0,28.0,0,62.4,91.014
ALB,Abu Dhabi Grand Prix,HARD,21.0,29.0,0,60.7,90.422
ALB,Abu Dhabi Grand Prix,HARD,22.0,30.0,0,59.0,90.215
ALB,Abu Dhabi Grand Prix,HARD,23.0,31.0,0,57.300000000000004,90.539
ALB,Abu Dhabi Grand Prix,HARD,24.0,32.0,0,55.6,90.485
ALB,Abu Dhabi Grand Prix,HARD,25.0,33.0,0,53.9,91.616
ALB,Abu Dhabi Grand Prix,MEDIUM,2.0,35.0,0,50.5,88.588
ALB,Abu Dhabi Grand Prix,MEDIUM,3.0,36.0,0,48.800000000000004,88.439
ALB,Abu Dhabi Grand Prix,MEDIUM,4.0,37.0,0,47.1,88.411
ALB,Abu Dhabi Grand Prix,MEDIUM,5.0,38.0,0,45.400000000000006,88.569
ALB,Abu Dhabi Grand Prix,MEDIUM,6.0,39.0,0,43.7,88.87
ALB,Abu Dhabi Grand Prix,MEDIUM,7.0,40.0,0,42.0,89.722
ALB,Abu Dhabi Grand Prix,MEDIUM,8.0,41.0,0,40.3,88.777
ALB,Abu Dhabi Grand Prix,MEDIUM,9.0,42.0,0,38.60000000000001,88.845
ALB,Abu Dhabi Grand Prix,MEDIUM,10.0,43.0,0,36.900000000000006,88.391
ALB,Abu Dhabi Grand Prix,MEDIUM,11.0,44.0,0,35.2,88.507
ALB,Abu Dhabi Grand Prix,MEDIUM,12.0,45.0,0,33.5,88.367
ALB,Abu Dhabi Grand Prix,MEDIUM,13.0,46.0,0,31.799999999999997,88.517
ALB,Abu Dhabi Grand Prix,MEDIUM,14.0,47.0,0,30.10000000000001,89.563
ALB,Abu Dhabi Grand Prix,MEDIUM,15.0,48.0,0,28.400000000000006,88.947
ALB,Abu Dhabi Grand Prix,MEDIUM,16.0,49.0,0,26.700000000000003,89.29
ALB,Abu Dhabi Grand Prix,MEDIUM,17.0,50.0,0,25.0,89.526
ALB,Abu Dhabi Grand Prix,MEDIUM,18.0,51.0,0,23.299999999999997,89.42
ALB,Abu Dhabi Grand Prix,MEDIUM,19.0,52.0,0,21.60000000000001,89.393
ALB,Abu Dhabi Grand Prix,MEDIUM,20.0,53.0,0,19.900000000000006,88.627
ALB,Abu Dhabi Grand Prix,MEDIUM,21.0,54.0,0,18.200000000000003,88.752
ALB,Abu Dhabi Grand Prix,MEDIUM,22.0,55.0,0,16.5,88.785
ALB,Abu Dhabi Grand Prix,MEDIUM,23.0,56.0,0,14.799999999999997,89.061
ALB,Abu Dhabi Grand Prix,MEDIUM,24.0,57.0,0,13.100000000000009,89.103
ALB,Abu Dhabi Grand Prix,MEDIUM,25.0,58.0,0,11.400000000000006,89.256
HAD,Abu Dhabi Grand Prix,MEDIUM,2.0,2.0,0,106.6,90.44
HAD,Abu Dhabi Grand Prix,MEDIUM,3.0,3.0,0,104.9,90.211
HAD,Abu Dhabi Grand Prix,MEDIUM,4.0,4.0,0,103.2,90.237
HAD,Abu Dhabi Grand Prix,MEDIUM,5.0,5.0,0,101.5,90.261
HAD,Abu Dhabi Grand Prix,MEDIUM,6.0,6.0,0,99.8,90.555
HAD,Abu Dhabi Grand Prix,MEDIUM,7.0,7.0,0,98.1,90.289
HAD,Abu Dhabi Grand Prix,MEDIUM,8.0,8.0,0,96.4,90.416
HAD,Abu Dhabi Grand Prix,MEDIUM,9.0,9.0,0,94.7,90.078
HAD,Abu Dhabi Grand Prix,MEDIUM,10.0,10.0,0,93.0,90.346
HAD,Abu Dhabi Grand Prix,MEDIUM,11.0,11.0,0,91.3,90.94
HAD,Abu Dhabi Grand Prix,MEDIUM,12.0,12.0,0,89.6,90.633
HAD,Abu Dhabi Grand Prix,MEDIUM,13.0,13.0,0,87.9,91.064
HAD,Abu Dhabi Grand Prix,MEDIUM,14.0,14.0,0,86.2,92.759
HAD,Abu Dhabi Grand Prix,HARD,2.0,16.0,0,82.8,89.839
HAD,Abu Dhabi Grand Prix,HARD,3.0,17.0,0,81.1,90.142
HAD,Abu Dhabi Grand Prix,HARD,4.0,18.0,0,79.4,89.869
HAD,Abu Dhabi Grand Prix,HARD,5.0,19.0,0,77.7,90.478
HAD,Abu Dhabi Grand Prix,HARD,6.0,20.0,0,76.0,90.028
HAD,Abu Dhabi Grand Prix,HARD,7.0,21.0,0,74.30000000000001,90.305
HAD,Abu Dhabi Grand Prix,HARD,8.0,22.0,0,72.6,89.788
HAD,Abu Dhabi Grand Prix,HARD,9.0,23.0,0,70.9,90.078
HAD,Abu Dhabi Grand Prix,HARD,10.0,24.0,0,69.2,90.621
HAD,Abu Dhabi Grand Prix,HARD,11.0,25.0,0,67.5,92.178
HAD,Abu Dhabi Grand Prix,HARD,12.0,26.0,0,65.80000000000001,89.989
HAD,Abu Dhabi Grand Prix,HARD,13.0,27.0,0,64.1,90.0
HAD,Abu Dhabi Grand Prix,HARD,14.0,28.0,0,62.4,89.879
HAD,Abu Dhabi Grand Prix,HARD,15.0,29.0,0,60.7,90.356
HAD,Abu Dhabi Grand Prix,HARD,16.0,30.0,0,59.0,90.232
HAD,Abu Dhabi Grand Prix,HARD,17.0,31.0,0,57.300000000000004,90.425
HAD,Abu Dhabi Grand Prix,HARD,18.0,32.0,0,55.6,91.414
HAD,Abu Dhabi Grand Prix,HARD,19.0,33.0,0,53.9,90.562
HAD,Abu Dhabi Grand Prix,HARD,20.0,34.0,0,52.2,90.485
HAD,Abu Dhabi Grand Prix,HARD,21.0,35.0,0,50.5,90.197
HAD,Abu Dhabi Grand Prix,HARD,22.0,36.0,0,48.800000000000004,89.623
HAD,Abu Dhabi Grand Prix,HARD,23.0,37.0,0,47.1,89.448
HAD,Abu Dhabi Grand Prix,HARD,24.0,38.0,0,45.400000000000006,90.562
HAD,Abu Dhabi Grand Prix,HARD,25.0,39.0,0,43.7,90.066
HAD,Abu Dhabi Grand Prix,HARD,26.0,40.0,0,42.0,89.879
HAD,Abu Dhabi Grand Prix,HARD,27.0,41.0,0,40.3,89.381
HAD,Abu Dhabi Grand Prix,HARD,28.0,42.0,0,38.60000000000001,89.515
HAD,Abu Dhabi Grand Prix,HARD,29.0,43.0,0,36.900000000000006,89.625
HAD,Abu Dhabi Grand Prix,HARD,30.0,44.0,0,35.2,90.447
HAD,Abu Dhabi Grand Prix,HARD,31.0,45.0,0,33.5,89.833
HAD,Abu Dhabi Grand Prix,HARD,32.0,46.0,0,31.799999999999997,89.415
HAD,Abu Dhabi Grand Prix,HARD,33.0,47.0,0,30.10000000000001,89.891
HAD,Abu Dhabi Grand Prix,HARD,34.0,48.0,0,28.400000000000006,89.57
HAD,Abu Dhabi Grand Prix,HARD,35.0,49.0,0,26.700000000000003,90.059
HAD,Abu Dhabi Grand Prix,HARD,36.0,50.0,0,25.0,89.522
HAD,Abu Dhabi Grand Prix,HARD,37.0,51.0,0,23.299999999999997,90.082
HAD,Abu Dhabi Grand Prix,HARD,38.0,52.0,0,21.60000000000001,89.375
HAD,Abu Dhabi Grand Prix,HARD,39.0,53.0,0,19.900000000000006,90.475
HAD,Abu Dhabi Grand Prix,HARD,40.0,54.0,0,18.200000000000003,89.999
HAD,Abu Dhabi Grand Prix,HARD,41.0,55.0,0,16.5,89.599
HAD,Abu Dhabi Grand Prix,HARD,42.0,56.0,0,14.799999999999997,89.451
HAD,Abu Dhabi Grand Prix,HARD,43.0,57.0,0,13.100000000000009,90.979
LAW,Abu Dhabi Grand Prix,MEDIUM,2.0,2.0,0,106.6,90.799
LAW,Abu Dhabi Grand Prix,MEDIUM,3.0,3.0,0,104.9,90.466
LAW,Abu Dhabi Grand Prix,MEDIUM,4.0,4.0,0,103.2,90.661
LAW,Abu Dhabi Grand Prix,MEDIUM,5.0,5.0,0,101.5,90.219
LAW,Abu Dhabi Grand Prix,MEDIUM,6.0,6.0,0,99.8,90.325
LAW,Abu Dhabi Grand Prix,MEDIUM,7.0,7.0,0,98.1,90.537
LAW,Abu Dhabi Grand Prix,MEDIUM,8.0,8.0,0,96.4,90.34
LAW,Abu Dhabi Grand Prix,MEDIUM,9.0,9.0,0,94.7,90.353
LAW,Abu Dhabi Grand Prix,MEDIUM,10.0,10.0,0,93.0,90.55
LAW,Abu Dhabi Grand Prix,MEDIUM,11.0,11.0,0,91.3,90.669
LAW,Abu Dhabi Grand Prix,MEDIUM,12.0,12.0,0,89.6,90.91
LAW,Abu Dhabi Grand Prix,MEDIUM,13.0,13.0,0,87.9,91.045
LAW,Abu Dhabi Grand Prix,MEDIUM,14.0,14.0,0,86.2,91.323
LAW,Abu Dhabi Grand Prix,MEDIUM,15.0,15.0,0,84.5,91.049
LAW,Abu Dhabi Grand Prix,MEDIUM,16.0,16.0,0,82.8,91.366
LAW,Abu Dhabi Grand Prix,MEDIUM,17.0,17.0,0,81.1,91.343
LAW,Abu Dhabi Grand Prix,MEDIUM,18.0,18.0,0,79.4,91.426
LAW,Abu Dhabi Grand Prix,MEDIUM,19.0,19.0,0,77.7,91.815
LAW,Abu Dhabi Grand Prix,MEDIUM,20.0,20.0,0,76.0,91.884
LAW,Abu Dhabi Grand Prix,HARD,2.0,23.0,0,70.9,89.826
LAW,Abu Dhabi Grand Prix,HARD,3.0,24.0,0,69.2,89.26
LAW,Abu Dhabi Grand Prix,HARD,4.0,25.0,0,67.5,89.498
LAW,Abu Dhabi Grand Prix,HARD,5.0,26.0,0,65.80000000000001,89.337
LAW,Abu Dhabi Grand Prix,HARD,6.0,27.0,0,64.1,89.501
LAW,Abu Dhabi Grand Prix,HARD,7.0,28.0,0,62.4,89.554
LAW,Abu Dhabi Grand Prix,HARD,8.0,29.0,0,60.7,89.665
LAW,Abu Dhabi Grand Prix,HARD,9.0,30.0,0,59.0,89.6
LAW,Abu Dhabi Grand Prix,HARD,10.0,31.0,0,57.300000000000004,89.416
LAW,Abu Dhabi Grand Prix,HARD,11.0,32.0,0,55.6,89.158
LAW,Abu Dhabi Grand Prix,HARD,12.0,33.0,0,53.9,89.444
LAW,Abu Dhabi Grand Prix,HARD,13.0,34.0,0,52.2,89.499
LAW,Abu Dhabi Grand Prix,HARD,14.0,35.0,0,50.5,89.26
LAW,Abu Dhabi Grand Prix,HARD,15.0,36.0,0,48.800000000000004,89.353
LAW,Abu Dhabi Grand Prix,HARD,16.0,37.0,0,47.1,89.616
LAW,Abu Dhabi Grand Prix,HARD,17.0,38.0,0,45.400000000000006,89.496
LAW,Abu Dhabi Grand Prix,HARD,18.0,39.0,0,43.7,88.886
LAW,Abu Dhabi Grand Prix,HARD,19.0,40.0,0,42.0,89.814
LAW,Abu Dhabi Grand Prix,HARD,20.0,41.0,0,40.3,90.032
LAW,Abu Dhabi Grand Prix,HARD,21.0,42.0,0,38.60000000000001,89.609
LAW,Abu Dhabi Grand Prix,HARD,22.0,43.0,0,36.900000000000006,90.371
LAW,Abu Dhabi Grand Prix,HARD,23.0,44.0,0,35.2,90.123
LAW,Abu Dhabi Grand Prix,HARD,24.0,45.0,0,33.5,89.762
LAW,Abu Dhabi Grand Prix,HARD,25.0,46.0,0,31.799999999999997,89.987
LAW,Abu Dhabi Grand Prix,HARD,26.0,47.0,0,30.10000000000001,88.99
LAW,Abu Dhabi Grand Prix,HARD,27.0,48.0,0,28.400000000000006,89.319
LAW,Abu Dhabi Grand Prix,HARD,28.0,49.0,0,26.700000000000003,89.009
LAW,Abu Dhabi Grand Prix,HARD,29.0,50.0,0,25.0,88.99
LAW,Abu Dhabi Grand Prix,HARD,30.0,51.0,0,23.299999999999997,89.008
LAW,Abu Dhabi Grand Prix,HARD,31.0,52.0,0,21.60000000000001,89.121
LAW,Abu Dhabi Grand Prix,HARD,32.0,53.0,0,19.900000000000006,92.152
LAW,Abu Dhabi Grand Prix,HARD,33.0,54.0,0,18.200000000000003,89.375
LAW,Abu Dhabi Grand Prix,HARD,34.0,55.0,0,16.5,89.206
LAW,Abu Dhabi Grand Prix,HARD,35.0,56.0,0,14.799999999999997,89.189
LAW,Abu Dhabi Grand Prix,HARD,36.0,57.0,0,13.100000000000009,89.022
GAS,Abu Dhabi Grand Prix,MEDIUM,2.0,2.0,0,106.6,92.01
GAS,Abu Dhabi Grand Prix,MEDIUM,3.0,3.0,0,104.9,90.864
GAS,Abu Dhabi Grand Prix,MEDIUM,4.0,4.0,0,103.2,90.669
GAS,Abu Dhabi Grand Prix,MEDIUM,5.0,5.0,0,101.5,90.908
GAS,Abu Dhabi Grand Prix,MEDIUM,6.0,6.0,0,99.8,90.891
GAS,Abu Dhabi Grand Prix,MEDIUM,7.0,7.0,0,98.1,90.537
GAS,Abu Dhabi Grand Prix,MEDIUM,8.0,8.0,0,96.4,90.612
GAS,Abu Dhabi Grand Prix,MEDIUM,9.0,9.0,0,94.7,90.4
GAS,Abu Dhabi Grand Prix,MEDIUM,10.0,10.0,0,93.0,90.586
GAS,Abu Dhabi Grand Prix,MEDIUM,11.0,11.0,0,91.3,91.135
GAS,Abu Dhabi Grand Prix,MEDIUM,12.0,12.0,0,89.6,91.79
GAS,Abu Dhabi Grand Prix,HARD,2.0,15.0,0,84.5,89.817
GAS,Abu Dhabi Grand Prix,HARD,3.0,16.0,0,82.8,89.571
GAS,Abu Dhabi Grand Prix,HARD,4.0,17.0,0,81.1,89.493
GAS,Abu Dhabi Grand Prix,HARD,5.0,18.0,0,79.4,89.487
GAS,Abu Dhabi Grand Prix,HARD,6.0,19.0,0,77.7,90.602
GAS,Abu Dhabi Grand Prix,HARD,7.0,20.0,0,76.0,89.911
GAS,Abu Dhabi Grand Prix,HARD,8.0,21.0,0,74.30000000000001,89.442
GAS,Abu Dhabi Grand Prix,HARD,9.0,22.0,0,72.6,89.69
GAS,Abu Dhabi Grand Prix,HARD,10.0,23.0,0,70.9,89.729
GAS,Abu Dhabi Grand Prix,HARD,11.0,24.0,0,69.2,89.747
GAS,Abu Dhabi Grand Prix,HARD,12.0,25.0,0,67.5,89.715
GAS,Abu Dhabi Grand Prix,HARD,13.0,26.0,0,65.80000000000001,89.855
GAS,Abu Dhabi Grand Prix,HARD,14.0,27.0,0,64.1,89.972
GAS,Abu Dhabi Grand Prix,HARD,15.0,28.0,0,62.4,89.971
GAS,Abu Dhabi Grand Prix,HARD,16.0,29.0,0,60.7,89.98
GAS,Abu Dhabi Grand Prix,HARD,17.0,30.0,0,59.0,89.955
GAS,Abu Dhabi Grand Prix,HARD,18.0,31.0,0,57.300000000000004,90.137
GAS,Abu Dhabi Grand Prix,HARD,19.0,32.0,0,55.6,90.018
GAS,Abu Dhabi Grand Prix,HARD,20.0,33.0,0,53.9,90.339
GAS,Abu Dhabi Grand Prix,HARD,21.0,34.0,0,52.2,90.137
GAS,Abu Dhabi Grand Prix,HARD,22.0,35.0,0,50.5,90.115
GAS,Abu Dhabi Grand Prix,HARD,23.0,36.0,0,48.800000000000004,90.592
GAS,Abu Dhabi Grand Prix,HARD,24.0,37.0,0,47.1,89.908
GAS,Abu Dhabi Grand Prix,HARD,25.0,38.0,0,45.400000000000006,90.193
GAS,Abu Dhabi Grand Prix,HARD,26.0,39.0,0,43.7,90.957
GAS,Abu Dhabi Grand Prix,HARD,27.0,40.0,0,42.0,91.907
GAS,Abu Dhabi Grand Prix,MEDIUM,5.0,42.0,0,38.60000000000001,88.765
GAS,Abu Dhabi Grand Prix,MEDIUM,6.0,43.0,0,36.900000000000006,88.051
GAS,Abu Dhabi Grand Prix,MEDIUM,7.0,44.0,0,35.2,88.166
GAS,Abu Dhabi Grand Prix,MEDIUM,8.0,45.0,0,33.5,88.047
GAS,Abu Dhabi Grand Prix,MEDIUM,9.0,46.0,0,31.799999999999997,87.767
GAS,Abu Dhabi Grand Prix,MEDIUM,10.0,47.0,0,30.10000000000001,88.143
GAS,Abu Dhabi Grand Prix,MEDIUM,11.0,48.0,0,28.400000000000006,88.048
GAS,Abu Dhabi Grand Prix,MEDIUM,12.0,49.0,0,26.700000000000003,88.4
GAS,Abu Dhabi Grand Prix,MEDIUM,13.0,50.0,0,25.0,87.992
GAS,Abu Dhabi Grand Prix,MEDIUM,14.0,51.0,0,23.299999999999997,88.364
GAS,Abu Dhabi Grand Prix,MEDIUM,15.0,52.0,0,21.60000000000001,88.428
GAS,Abu Dhabi Grand Prix,MEDIUM,16.0,53.0,0,19.900000000000006,88.72
GAS,Abu Dhabi Grand Prix,MEDIUM,17.0,54.0,0,18.200000000000003,89.511
GAS,Abu Dhabi Grand Prix,MEDIUM,18.0,55.0,0,16.5,89.233
GAS,Abu Dhabi Grand Prix,MEDIUM,19.0,56.0,0,14.799999999999997,89.483
GAS,Abu Dhabi Grand Prix,MEDIUM,20.0,57.0,0,13.100000000000009,88.908
COL,Abu Dhabi Grand Prix,MEDIUM,2.0,2.0,0,106.6,92.07
COL,Abu Dhabi Grand Prix,MEDIUM,3.0,3.0,0,104.9,91.303
COL,Abu Dhabi Grand Prix,MEDIUM,4.0,4.0,0,103.2,90.845
COL,Abu Dhabi Grand Prix,MEDIUM,5.0,5.0,0,101.5,90.99
COL,Abu Dhabi Grand Prix,MEDIUM,6.0,6.0,0,99.8,91.224
COL,Abu Dhabi Grand Prix,MEDIUM,7.0,7.0,0,98.1,90.61
COL,Abu Dhabi Grand Prix,MEDIUM,8.0,8.0,0,96.4,90.701
COL,Abu Dhabi Grand Prix,MEDIUM,9.0,9.0,0,94.7,90.551
COL,Abu Dhabi Grand Prix,MEDIUM,10.0,10.0,0,93.0,90.837
COL,Abu Dhabi Grand Prix,MEDIUM,11.0,11.0,0,91.3,90.884
COL,Abu Dhabi Grand Prix,MEDIUM,12.0,12.0,0,89.6,91.463
COL,Abu Dhabi Grand Prix,MEDIUM,13.0,13.0,0,87.9,91.563
COL,Abu Dhabi Grand Prix,MEDIUM,14.0,14.0,0,86.2,91.199
COL,Abu Dhabi Grand Prix,HARD,2.0,17.0,0,81.1,89.847
COL,Abu Dhabi Grand Prix,HARD,3.0,18.0,0,79.4,89.823
COL,Abu Dhabi Grand Prix,HARD,4.0,19.0,0,77.7,89.712
COL,Abu Dhabi Grand Prix,HARD,5.0,20.0,0,76.0,89.699
COL,Abu Dhabi Grand Prix,HARD,6.0,21.0,0,74.30000000000001,89.43
COL,Abu Dhabi Grand Prix,HARD,7.0,22.0,0,72.6,89.628
COL,Abu Dhabi Grand Prix,HARD,8.0,23.0,0,70.9,89.717
COL,Abu Dhabi Grand Prix,HARD,9.0,24.0,0,69.2,89.852
COL,Abu Dhabi Grand Prix,HARD,10.0,25.0,0,67.5,90.138
COL,Abu Dhabi Grand Prix,HARD,11.0,26.0,0,65.80000000000001,89.652
COL,Abu Dhabi Grand Prix,HARD,12.0,27.0,0,64.1,89.543
COL,Abu Dhabi Grand Prix,HARD,13.0,28.0,0,62.4,89.839
COL,Abu Dhabi Grand Prix,HARD,14.0,29.0,0,60.7,89.915
COL,Abu Dhabi Grand Prix,HARD,15.0,30.0,0,59.0,89.674
COL,Abu Dhabi Grand Prix,HARD,16.0,31.0,0,57.300000000000004,89.849
COL,Abu Dhabi Grand Prix,HARD,17.0,32.0,0,55.6,89.841
COL,Abu Dhabi Grand Prix,HARD,18.0,33.0,0,53.9,90.053
COL,Abu Dhabi Grand Prix,HARD,19.0,34.0,0,52.2,90.07
COL,Abu Dhabi Grand Prix,HARD,20.0,35.0,0,50.5,90.63
COL,Abu Dhabi Grand Prix,HARD,21.0,36.0,0,48.800000000000004,90.233
COL,Abu Dhabi Grand Prix,HARD,22.0,37.0,0,47.1,90.862
COL,Abu Dhabi Grand Prix,HARD,23.0,38.0,0,45.400000000000006,90.74
COL,Abu Dhabi Grand Prix,HARD,24.0,39.0,0,43.7,92.596
COL,Abu Dhabi Grand Prix,MEDIUM,2.0,42.0,0,38.60000000000001,87.71
COL,Abu Dhabi Grand Prix,MEDIUM,3.0,43.0,0,36.900000000000006,88.075
COL,Abu Dhabi Grand Prix,MEDIUM,4.0,44.0,0,35.2,88.449
COL,Abu Dhabi Grand Prix,MEDIUM,5.0,45.0,0,33.5,88.464
COL,Abu Dhabi Grand Prix,MEDIUM,6.0,46.0,0,31.799999999999997,88.307
COL,Abu Dhabi Grand Prix,MEDIUM,7.0,47.0,0,30.10000000000001,88.103
COL,Abu Dhabi Grand Prix,MEDIUM,8.0,48.0,0,28.400000000000006,88.022
COL,Abu Dhabi Grand Prix,MEDIUM,9.0,49.0,0,26.700000000000003,88.383
COL,Abu Dhabi Grand Prix,MEDIUM,10.0,50.0,0,25.0,88.494
COL,Abu Dhabi Grand Prix,MEDIUM,11.0,51.0,0,23.299999999999997,88.531
COL,Abu Dhabi Grand Prix,MEDIUM,12.0,52.0,0,21.60000000000001,88.579
COL,Abu Dhabi Grand Prix,MEDIUM,13.0,53.0,0,19.900000000000006,88.723
COL,Abu Dhabi Grand Prix,MEDIUM,14.0,54.0,0,18.200000000000003,88.68
COL,Abu Dhabi Grand Prix,MEDIUM,15.0,55.0,0,16.5,88.57
COL,Abu Dhabi Grand Prix,MEDIUM,16.0,56.0,0,14.799999999999997,88.94
COL,Abu Dhabi Grand Prix,MEDIUM,17.0,57.0,0,13.100000000000009,90.714
